"aar","bydel_id","spraak","bhgalder","enhet","tabellvariabel","tabell_navn","barnikommune","naringsregion_id","kommune_id","fylke_id"
"2013","NULL","minoritet","1-5","prosent","71.2","barnehagedeltakelse","NULL","71","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","732","barnehagedeltakelse","NULL","71","NULL","NULL"
"2013","NULL","NULL","1-5","personer","852","barnehagedeltakelse","alle","71","NULL","NULL"
"2013","NULL","NULL","1","personer","14","barnehagedeltakelse","innvandrerbakgr","71","NULL","NULL"
"2013","NULL","NULL","2","personer","13","barnehagedeltakelse","innvandrerbakgr","71","NULL","NULL"
"2013","NULL","NULL","3","personer","15","barnehagedeltakelse","innvandrerbakgr","71","NULL","NULL"
"2013","NULL","NULL","4","personer","11","barnehagedeltakelse","innvandrerbakgr","71","NULL","NULL"
"2013","NULL","NULL","5","personer","13","barnehagedeltakelse","innvandrerbakgr","71","NULL","NULL"
"2013","NULL","NULL","1-5","personer","66","barnehagedeltakelse","innvandrerbakgr","71","NULL","NULL"
"2013","NULL","NULL","1-5","personer","786","barnehagedeltakelse","barn_ellers","71","NULL","NULL"
"2013","NULL","alle","1-5","personer","1720","barnehagedeltakelse","NULL","72","NULL","NULL"
"2013","NULL","alle","1-5","prosent","93.6","barnehagedeltakelse","NULL","72","NULL","NULL"
"2013","NULL","minoritet","1","personer","23","barnehagedeltakelse","NULL","72","NULL","NULL"
"2013","NULL","minoritet","2","personer","22","barnehagedeltakelse","NULL","72","NULL","NULL"
"2013","NULL","minoritet","3","personer","21","barnehagedeltakelse","NULL","72","NULL","NULL"
"2013","NULL","minoritet","4","personer","23","barnehagedeltakelse","NULL","72","NULL","NULL"
"2013","NULL","minoritet","5","personer","30","barnehagedeltakelse","NULL","72","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","119","barnehagedeltakelse","NULL","72","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","85.6","barnehagedeltakelse","NULL","72","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","1601","barnehagedeltakelse","NULL","72","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1838","barnehagedeltakelse","alle","72","NULL","NULL"
"2013","NULL","NULL","1","personer","32","barnehagedeltakelse","innvandrerbakgr","72","NULL","NULL"
"2013","NULL","NULL","2","personer","33","barnehagedeltakelse","innvandrerbakgr","72","NULL","NULL"
"2013","NULL","NULL","3","personer","24","barnehagedeltakelse","innvandrerbakgr","72","NULL","NULL"
"2013","NULL","NULL","4","personer","22","barnehagedeltakelse","innvandrerbakgr","72","NULL","NULL"
"2013","NULL","NULL","5","personer","28","barnehagedeltakelse","innvandrerbakgr","72","NULL","NULL"
"2013","NULL","NULL","1-5","personer","139","barnehagedeltakelse","innvandrerbakgr","72","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1699","barnehagedeltakelse","barn_ellers","72","NULL","NULL"
"2013","NULL","alle","1-5","personer","4409","barnehagedeltakelse","NULL","73","NULL","NULL"
"2013","NULL","alle","1-5","prosent","94.1","barnehagedeltakelse","NULL","73","NULL","NULL"
"2013","NULL","minoritet","1","personer","55","barnehagedeltakelse","NULL","73","NULL","NULL"
"2013","NULL","minoritet","2","personer","56","barnehagedeltakelse","NULL","73","NULL","NULL"
"2013","NULL","minoritet","3","personer","73","barnehagedeltakelse","NULL","73","NULL","NULL"
"2013","NULL","minoritet","4","personer","70","barnehagedeltakelse","NULL","73","NULL","NULL"
"2013","NULL","minoritet","5","personer","72","barnehagedeltakelse","NULL","73","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","326","barnehagedeltakelse","NULL","73","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","91.6","barnehagedeltakelse","NULL","73","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","4083","barnehagedeltakelse","NULL","73","NULL","NULL"
"2013","NULL","NULL","1-5","personer","4684","barnehagedeltakelse","alle","73","NULL","NULL"
"2013","NULL","NULL","1","personer","73","barnehagedeltakelse","innvandrerbakgr","73","NULL","NULL"
"2013","NULL","NULL","2","personer","60","barnehagedeltakelse","innvandrerbakgr","73","NULL","NULL"
"2013","NULL","NULL","3","personer","81","barnehagedeltakelse","innvandrerbakgr","73","NULL","NULL"
"2013","NULL","NULL","4","personer","72","barnehagedeltakelse","innvandrerbakgr","73","NULL","NULL"
"2013","NULL","NULL","5","personer","70","barnehagedeltakelse","innvandrerbakgr","73","NULL","NULL"
"2013","NULL","NULL","1-5","personer","356","barnehagedeltakelse","innvandrerbakgr","73","NULL","NULL"
"2013","NULL","NULL","1-5","personer","4328","barnehagedeltakelse","barn_ellers","73","NULL","NULL"
"2013","NULL","alle","1-5","personer","1265","barnehagedeltakelse","NULL","74","NULL","NULL"
"2013","NULL","alle","1-5","prosent","88.3","barnehagedeltakelse","NULL","74","NULL","NULL"
"2013","NULL","minoritet","1","personer","13","barnehagedeltakelse","NULL","74","NULL","NULL"
"2013","NULL","minoritet","2","personer","24","barnehagedeltakelse","NULL","74","NULL","NULL"
"2013","NULL","minoritet","3","personer","22","barnehagedeltakelse","NULL","74","NULL","NULL"
"2013","NULL","minoritet","4","personer","13","barnehagedeltakelse","NULL","74","NULL","NULL"
"2013","NULL","minoritet","5","personer","25","barnehagedeltakelse","NULL","74","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","97","barnehagedeltakelse","NULL","74","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","66.4","barnehagedeltakelse","NULL","74","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","1168","barnehagedeltakelse","NULL","74","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1433","barnehagedeltakelse","alle","74","NULL","NULL"
"2013","NULL","NULL","1","personer","34","barnehagedeltakelse","innvandrerbakgr","74","NULL","NULL"
"2013","NULL","NULL","2","personer","39","barnehagedeltakelse","innvandrerbakgr","74","NULL","NULL"
"2013","NULL","NULL","3","personer","25","barnehagedeltakelse","innvandrerbakgr","74","NULL","NULL"
"2013","NULL","NULL","4","personer","20","barnehagedeltakelse","innvandrerbakgr","74","NULL","NULL"
"2013","NULL","NULL","5","personer","28","barnehagedeltakelse","innvandrerbakgr","74","NULL","NULL"
"2013","NULL","NULL","1-5","personer","146","barnehagedeltakelse","innvandrerbakgr","74","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1287","barnehagedeltakelse","barn_ellers","74","NULL","NULL"
"2013","NULL","alle","1-5","personer","1130","barnehagedeltakelse","NULL","75","NULL","NULL"
"2013","NULL","alle","1-5","prosent","86.7","barnehagedeltakelse","NULL","75","NULL","NULL"
"2013","NULL","minoritet","1","personer","18","barnehagedeltakelse","NULL","75","NULL","NULL"
"2013","NULL","minoritet","2","personer","22","barnehagedeltakelse","NULL","75","NULL","NULL"
"2013","NULL","minoritet","3","personer","24","barnehagedeltakelse","NULL","75","NULL","NULL"
"2013","NULL","minoritet","4","personer","34","barnehagedeltakelse","NULL","75","NULL","NULL"
"2013","NULL","minoritet","5","personer","21","barnehagedeltakelse","NULL","75","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","119","barnehagedeltakelse","NULL","75","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","75.3","barnehagedeltakelse","NULL","75","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","1011","barnehagedeltakelse","NULL","75","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1303","barnehagedeltakelse","alle","75","NULL","NULL"
"2013","NULL","NULL","1","personer","32","barnehagedeltakelse","innvandrerbakgr","75","NULL","NULL"
"2013","NULL","NULL","2","personer","32","barnehagedeltakelse","innvandrerbakgr","75","NULL","NULL"
"2013","NULL","NULL","3","personer","32","barnehagedeltakelse","innvandrerbakgr","75","NULL","NULL"
"2013","NULL","NULL","4","personer","40","barnehagedeltakelse","innvandrerbakgr","75","NULL","NULL"
"2013","NULL","NULL","5","personer","22","barnehagedeltakelse","innvandrerbakgr","75","NULL","NULL"
"2013","NULL","NULL","1-5","personer","158","barnehagedeltakelse","innvandrerbakgr","75","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1145","barnehagedeltakelse","barn_ellers","75","NULL","NULL"
"2013","NULL","alle","1-5","personer","1545","barnehagedeltakelse","NULL","76","NULL","NULL"
"2013","NULL","alle","1-5","prosent","91.1","barnehagedeltakelse","NULL","76","NULL","NULL"
"2013","NULL","minoritet","1","personer","26","barnehagedeltakelse","NULL","76","NULL","NULL"
"2013","NULL","minoritet","2","personer","24","barnehagedeltakelse","NULL","76","NULL","NULL"
"2013","NULL","minoritet","3","personer","40","barnehagedeltakelse","NULL","76","NULL","NULL"
"2013","NULL","minoritet","4","personer","36","barnehagedeltakelse","NULL","76","NULL","NULL"
"2013","NULL","minoritet","5","personer","41","barnehagedeltakelse","NULL","76","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","167","barnehagedeltakelse","NULL","76","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","84.3","barnehagedeltakelse","NULL","76","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","1378","barnehagedeltakelse","NULL","76","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1696","barnehagedeltakelse","alle","76","NULL","NULL"
"2013","NULL","NULL","1","personer","49","barnehagedeltakelse","innvandrerbakgr","76","NULL","NULL"
"2013","NULL","NULL","2","personer","32","barnehagedeltakelse","innvandrerbakgr","76","NULL","NULL"
"2013","NULL","NULL","3","personer","44","barnehagedeltakelse","innvandrerbakgr","76","NULL","NULL"
"2013","NULL","NULL","4","personer","35","barnehagedeltakelse","innvandrerbakgr","76","NULL","NULL"
"2013","NULL","NULL","5","personer","38","barnehagedeltakelse","innvandrerbakgr","76","NULL","NULL"
"2013","NULL","NULL","1-5","personer","198","barnehagedeltakelse","innvandrerbakgr","76","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1498","barnehagedeltakelse","barn_ellers","76","NULL","NULL"
"2013","NULL","alle","1-5","personer","1855","barnehagedeltakelse","NULL","77","NULL","NULL"
"2013","NULL","alle","1-5","prosent","92.7","barnehagedeltakelse","NULL","77","NULL","NULL"
"2013","NULL","minoritet","1","personer","22","barnehagedeltakelse","NULL","77","NULL","NULL"
"2013","NULL","minoritet","2","personer","25","barnehagedeltakelse","NULL","77","NULL","NULL"
"2013","NULL","minoritet","3","personer","48","barnehagedeltakelse","NULL","77","NULL","NULL"
"2013","NULL","minoritet","4","personer","33","barnehagedeltakelse","NULL","77","NULL","NULL"
"2013","NULL","minoritet","5","personer","28","barnehagedeltakelse","NULL","77","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","156","barnehagedeltakelse","NULL","77","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","83.4","barnehagedeltakelse","NULL","77","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","1699","barnehagedeltakelse","NULL","77","NULL","NULL"
"2013","NULL","NULL","1-5","personer","2001","barnehagedeltakelse","alle","77","NULL","NULL"
"2013","NULL","NULL","1","personer","45","barnehagedeltakelse","innvandrerbakgr","77","NULL","NULL"
"2013","NULL","NULL","2","personer","30","barnehagedeltakelse","innvandrerbakgr","77","NULL","NULL"
"2013","NULL","NULL","3","personer","46","barnehagedeltakelse","innvandrerbakgr","77","NULL","NULL"
"2013","NULL","NULL","4","personer","30","barnehagedeltakelse","innvandrerbakgr","77","NULL","NULL"
"2013","NULL","NULL","5","personer","36","barnehagedeltakelse","innvandrerbakgr","77","NULL","NULL"
"2013","NULL","NULL","1-5","personer","187","barnehagedeltakelse","innvandrerbakgr","77","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1814","barnehagedeltakelse","barn_ellers","77","NULL","NULL"
"2013","NULL","alle","1-5","personer","1593","barnehagedeltakelse","NULL","78","NULL","NULL"
"2013","NULL","alle","1-5","prosent","92.9","barnehagedeltakelse","NULL","78","NULL","NULL"
"2013","NULL","minoritet","1","personer","13","barnehagedeltakelse","NULL","78","NULL","NULL"
"2013","NULL","minoritet","2","personer","30","barnehagedeltakelse","NULL","78","NULL","NULL"
"2013","NULL","minoritet","3","personer","20","barnehagedeltakelse","NULL","78","NULL","NULL"
"2013","NULL","minoritet","4","personer","28","barnehagedeltakelse","NULL","78","NULL","NULL"
"2013","NULL","minoritet","5","personer","21","barnehagedeltakelse","NULL","78","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","112","barnehagedeltakelse","NULL","78","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","84.8","barnehagedeltakelse","NULL","78","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","1481","barnehagedeltakelse","NULL","78","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1715","barnehagedeltakelse","alle","78","NULL","NULL"
"2013","NULL","NULL","1","personer","27","barnehagedeltakelse","innvandrerbakgr","78","NULL","NULL"
"2013","NULL","NULL","2","personer","38","barnehagedeltakelse","innvandrerbakgr","78","NULL","NULL"
"2013","NULL","NULL","3","personer","24","barnehagedeltakelse","innvandrerbakgr","78","NULL","NULL"
"2013","NULL","NULL","4","personer","25","barnehagedeltakelse","innvandrerbakgr","78","NULL","NULL"
"2013","NULL","NULL","5","personer","18","barnehagedeltakelse","innvandrerbakgr","78","NULL","NULL"
"2013","NULL","NULL","1-5","personer","132","barnehagedeltakelse","innvandrerbakgr","78","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1583","barnehagedeltakelse","barn_ellers","78","NULL","NULL"
"2013","NULL","alle","1-5","personer","4751","barnehagedeltakelse","NULL","79","NULL","NULL"
"2013","NULL","alle","1-5","prosent","95.8","barnehagedeltakelse","NULL","79","NULL","NULL"
"2013","NULL","minoritet","1","personer","65","barnehagedeltakelse","NULL","79","NULL","NULL"
"2013","NULL","minoritet","2","personer","81","barnehagedeltakelse","NULL","79","NULL","NULL"
"2013","NULL","minoritet","3","personer","101","barnehagedeltakelse","NULL","79","NULL","NULL"
"2013","NULL","minoritet","4","personer","79","barnehagedeltakelse","NULL","79","NULL","NULL"
"2013","NULL","minoritet","5","personer","85","barnehagedeltakelse","NULL","79","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","411","barnehagedeltakelse","NULL","79","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","85.1","barnehagedeltakelse","NULL","79","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","4340","barnehagedeltakelse","NULL","79","NULL","NULL"
"2013","NULL","NULL","1-5","personer","4957","barnehagedeltakelse","alle","79","NULL","NULL"
"2013","NULL","NULL","1","personer","93","barnehagedeltakelse","innvandrerbakgr","79","NULL","NULL"
"2013","NULL","NULL","2","personer","93","barnehagedeltakelse","innvandrerbakgr","79","NULL","NULL"
"2013","NULL","NULL","3","personer","112","barnehagedeltakelse","innvandrerbakgr","79","NULL","NULL"
"2013","NULL","NULL","4","personer","82","barnehagedeltakelse","innvandrerbakgr","79","NULL","NULL"
"2013","NULL","NULL","5","personer","103","barnehagedeltakelse","innvandrerbakgr","79","NULL","NULL"
"2013","NULL","NULL","1-5","personer","483","barnehagedeltakelse","innvandrerbakgr","79","NULL","NULL"
"2013","NULL","NULL","1-5","personer","4474","barnehagedeltakelse","barn_ellers","79","NULL","NULL"
"2013","NULL","alle","1-5","personer","699","barnehagedeltakelse","NULL","80","NULL","NULL"
"2013","NULL","alle","1-5","prosent","90.5","barnehagedeltakelse","NULL","80","NULL","NULL"
"2013","NULL","minoritet","1","personer","6","barnehagedeltakelse","NULL","80","NULL","NULL"
"2013","NULL","minoritet","2","personer","9","barnehagedeltakelse","NULL","80","NULL","NULL"
"2013","NULL","minoritet","3","personer","8","barnehagedeltakelse","NULL","80","NULL","NULL"
"2013","NULL","minoritet","4","personer","6","barnehagedeltakelse","NULL","80","NULL","NULL"
"2013","NULL","minoritet","5","personer","9","barnehagedeltakelse","NULL","80","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","38","barnehagedeltakelse","NULL","80","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","100","barnehagedeltakelse","NULL","80","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","661","barnehagedeltakelse","NULL","80","NULL","NULL"
"2013","NULL","NULL","1-5","personer","772","barnehagedeltakelse","alle","80","NULL","NULL"
"2013","NULL","NULL","1","personer","10","barnehagedeltakelse","innvandrerbakgr","80","NULL","NULL"
"2013","NULL","NULL","2","personer","7","barnehagedeltakelse","innvandrerbakgr","80","NULL","NULL"
"2013","NULL","NULL","3","personer","10","barnehagedeltakelse","innvandrerbakgr","80","NULL","NULL"
"2013","NULL","NULL","4","personer","5","barnehagedeltakelse","innvandrerbakgr","80","NULL","NULL"
"2013","NULL","NULL","5","personer","6","barnehagedeltakelse","innvandrerbakgr","80","NULL","NULL"
"2013","NULL","NULL","1-5","personer","38","barnehagedeltakelse","innvandrerbakgr","80","NULL","NULL"
"2013","NULL","NULL","1-5","personer","734","barnehagedeltakelse","barn_ellers","80","NULL","NULL"
"2013","NULL","alle","1-5","personer","2145","barnehagedeltakelse","NULL","81","NULL","NULL"
"2013","NULL","alle","1-5","prosent","90.5","barnehagedeltakelse","NULL","81","NULL","NULL"
"2013","NULL","minoritet","1","personer","29","barnehagedeltakelse","NULL","81","NULL","NULL"
"2013","NULL","minoritet","2","personer","43","barnehagedeltakelse","NULL","81","NULL","NULL"
"2013","NULL","minoritet","3","personer","51","barnehagedeltakelse","NULL","81","NULL","NULL"
"2013","NULL","minoritet","4","personer","47","barnehagedeltakelse","NULL","81","NULL","NULL"
"2013","NULL","minoritet","5","personer","37","barnehagedeltakelse","NULL","81","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","207","barnehagedeltakelse","NULL","81","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","81.2","barnehagedeltakelse","NULL","81","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","1938","barnehagedeltakelse","NULL","81","NULL","NULL"
"2013","NULL","NULL","1-5","personer","2370","barnehagedeltakelse","alle","81","NULL","NULL"
"2013","NULL","NULL","1","personer","55","barnehagedeltakelse","innvandrerbakgr","81","NULL","NULL"
"2013","NULL","NULL","2","personer","47","barnehagedeltakelse","innvandrerbakgr","81","NULL","NULL"
"2013","NULL","NULL","3","personer","62","barnehagedeltakelse","innvandrerbakgr","81","NULL","NULL"
"2013","NULL","NULL","4","personer","50","barnehagedeltakelse","innvandrerbakgr","81","NULL","NULL"
"2013","NULL","NULL","5","personer","41","barnehagedeltakelse","innvandrerbakgr","81","NULL","NULL"
"2013","NULL","NULL","1-5","personer","255","barnehagedeltakelse","innvandrerbakgr","81","NULL","NULL"
"2013","NULL","NULL","1-5","personer","2115","barnehagedeltakelse","barn_ellers","81","NULL","NULL"
"2013","NULL","alle","1-5","personer","622","barnehagedeltakelse","NULL","82","NULL","NULL"
"2013","NULL","alle","1-5","prosent","93.5","barnehagedeltakelse","NULL","82","NULL","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","82","NULL","NULL"
"2013","NULL","minoritet","2","personer","4","barnehagedeltakelse","NULL","82","NULL","NULL"
"2013","NULL","minoritet","3","personer",":","barnehagedeltakelse","NULL","82","NULL","NULL"
"2013","NULL","minoritet","4","personer",":","barnehagedeltakelse","NULL","82","NULL","NULL"
"2013","NULL","minoritet","5","personer",":","barnehagedeltakelse","NULL","82","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","13","barnehagedeltakelse","NULL","82","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","52","barnehagedeltakelse","NULL","82","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","609","barnehagedeltakelse","NULL","82","NULL","NULL"
"2013","NULL","NULL","1-5","personer","665","barnehagedeltakelse","alle","82","NULL","NULL"
"2013","NULL","NULL","1","personer","4","barnehagedeltakelse","innvandrerbakgr","82","NULL","NULL"
"2013","NULL","NULL","2","personer","7","barnehagedeltakelse","innvandrerbakgr","82","NULL","NULL"
"2013","NULL","NULL","3","personer","4","barnehagedeltakelse","innvandrerbakgr","82","NULL","NULL"
"2013","NULL","NULL","4","personer","4","barnehagedeltakelse","innvandrerbakgr","82","NULL","NULL"
"2013","NULL","NULL","5","personer","6","barnehagedeltakelse","innvandrerbakgr","82","NULL","NULL"
"2013","NULL","NULL","1-5","personer","25","barnehagedeltakelse","innvandrerbakgr","82","NULL","NULL"
"2013","NULL","NULL","1-5","personer","640","barnehagedeltakelse","barn_ellers","82","NULL","NULL"
"2013","NULL","alle","1-5","personer","1107","barnehagedeltakelse","NULL","83","NULL","NULL"
"2013","NULL","alle","1-5","prosent","91.6","barnehagedeltakelse","NULL","83","NULL","NULL"
"2013","NULL","minoritet","1","personer","31","barnehagedeltakelse","NULL","83","NULL","NULL"
"2013","NULL","minoritet","2","personer","33","barnehagedeltakelse","NULL","83","NULL","NULL"
"2013","NULL","minoritet","3","personer","34","barnehagedeltakelse","NULL","83","NULL","NULL"
"2013","NULL","minoritet","4","personer","25","barnehagedeltakelse","NULL","83","NULL","NULL"
"2013","NULL","minoritet","5","personer","36","barnehagedeltakelse","NULL","83","NULL","NULL"
"2013","NULL","minoritet","1-5","personer","159","barnehagedeltakelse","NULL","83","NULL","NULL"
"2013","NULL","minoritet","1-5","prosent","94.6","barnehagedeltakelse","NULL","83","NULL","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","948","barnehagedeltakelse","NULL","83","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1208","barnehagedeltakelse","alle","83","NULL","NULL"
"2013","NULL","NULL","1","personer","43","barnehagedeltakelse","innvandrerbakgr","83","NULL","NULL"
"2013","NULL","NULL","2","personer","38","barnehagedeltakelse","innvandrerbakgr","83","NULL","NULL"
"2013","NULL","NULL","3","personer","30","barnehagedeltakelse","innvandrerbakgr","83","NULL","NULL"
"2013","NULL","NULL","4","personer","22","barnehagedeltakelse","innvandrerbakgr","83","NULL","NULL"
"2013","NULL","NULL","5","personer","35","barnehagedeltakelse","innvandrerbakgr","83","NULL","NULL"
"2013","NULL","NULL","1-5","personer","168","barnehagedeltakelse","innvandrerbakgr","83","NULL","NULL"
"2013","NULL","NULL","1-5","personer","1040","barnehagedeltakelse","barn_ellers","83","NULL","NULL"
"2013","NULL","alle","1-5","personer","1552","barnehagedeltakelse","NULL","NULL","0104","NULL"
"2013","NULL","alle","1-5","prosent","87.5","barnehagedeltakelse","NULL","NULL","0104","NULL"
"2013","NULL","minoritet","1","personer","23","barnehagedeltakelse","NULL","NULL","0104","NULL"
"2013","NULL","minoritet","2","personer","51","barnehagedeltakelse","NULL","NULL","0104","NULL"
"2013","NULL","minoritet","3","personer","52","barnehagedeltakelse","NULL","NULL","0104","NULL"
"2013","NULL","minoritet","4","personer","61","barnehagedeltakelse","NULL","NULL","0104","NULL"
"2013","NULL","minoritet","5","personer","83","barnehagedeltakelse","NULL","NULL","0104","NULL"
"2013","NULL","minoritet","1-5","personer","270","barnehagedeltakelse","NULL","NULL","0104","NULL"
"2013","NULL","minoritet","1-5","prosent","70.1","barnehagedeltakelse","NULL","NULL","0104","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","1282","barnehagedeltakelse","NULL","NULL","0104","NULL"
"2013","NULL","NULL","1-5","personer","1773","barnehagedeltakelse","alle","NULL","0104","NULL"
"2013","NULL","NULL","1","personer","84","barnehagedeltakelse","innvandrerbakgr","NULL","0104","NULL"
"2013","NULL","NULL","2","personer","84","barnehagedeltakelse","innvandrerbakgr","NULL","0104","NULL"
"2013","NULL","NULL","3","personer","73","barnehagedeltakelse","innvandrerbakgr","NULL","0104","NULL"
"2013","NULL","NULL","4","personer","66","barnehagedeltakelse","innvandrerbakgr","NULL","0104","NULL"
"2013","NULL","NULL","5","personer","78","barnehagedeltakelse","innvandrerbakgr","NULL","0104","NULL"
"2013","NULL","NULL","1-5","personer","385","barnehagedeltakelse","innvandrerbakgr","NULL","0104","NULL"
"2013","NULL","NULL","1-5","personer","1388","barnehagedeltakelse","barn_ellers","NULL","0104","NULL"
"2013","NULL","alle","1-5","personer","2745","barnehagedeltakelse","NULL","NULL","0105","NULL"
"2013","NULL","alle","1-5","prosent","85.9","barnehagedeltakelse","NULL","NULL","0105","NULL"
"2013","NULL","minoritet","1","personer","36","barnehagedeltakelse","NULL","NULL","0105","NULL"
"2013","NULL","minoritet","2","personer","63","barnehagedeltakelse","NULL","NULL","0105","NULL"
"2013","NULL","minoritet","3","personer","105","barnehagedeltakelse","NULL","NULL","0105","NULL"
"2013","NULL","minoritet","4","personer","145","barnehagedeltakelse","NULL","NULL","0105","NULL"
"2013","NULL","minoritet","5","personer","113","barnehagedeltakelse","NULL","NULL","0105","NULL"
"2013","NULL","minoritet","1-5","personer","462","barnehagedeltakelse","NULL","NULL","0105","NULL"
"2013","NULL","minoritet","1-5","prosent","68","barnehagedeltakelse","NULL","NULL","0105","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","2283","barnehagedeltakelse","NULL","NULL","0105","NULL"
"2013","NULL","NULL","1-5","personer","3194","barnehagedeltakelse","alle","NULL","0105","NULL"
"2013","NULL","NULL","1","personer","142","barnehagedeltakelse","innvandrerbakgr","NULL","0105","NULL"
"2013","NULL","NULL","2","personer","120","barnehagedeltakelse","innvandrerbakgr","NULL","0105","NULL"
"2013","NULL","NULL","3","personer","132","barnehagedeltakelse","innvandrerbakgr","NULL","0105","NULL"
"2013","NULL","NULL","4","personer","158","barnehagedeltakelse","innvandrerbakgr","NULL","0105","NULL"
"2013","NULL","NULL","5","personer","127","barnehagedeltakelse","innvandrerbakgr","NULL","0105","NULL"
"2013","NULL","NULL","1-5","personer","679","barnehagedeltakelse","innvandrerbakgr","NULL","0105","NULL"
"2013","NULL","NULL","1-5","personer","2515","barnehagedeltakelse","barn_ellers","NULL","0105","NULL"
"2013","NULL","alle","1-5","personer","3886","barnehagedeltakelse","NULL","NULL","0106","NULL"
"2013","NULL","alle","1-5","prosent","89","barnehagedeltakelse","NULL","NULL","0106","NULL"
"2013","NULL","minoritet","1","personer","25","barnehagedeltakelse","NULL","NULL","0106","NULL"
"2013","NULL","minoritet","2","personer","86","barnehagedeltakelse","NULL","NULL","0106","NULL"
"2013","NULL","minoritet","3","personer","131","barnehagedeltakelse","NULL","NULL","0106","NULL"
"2013","NULL","minoritet","4","personer","165","barnehagedeltakelse","NULL","NULL","0106","NULL"
"2013","NULL","minoritet","5","personer","159","barnehagedeltakelse","NULL","NULL","0106","NULL"
"2013","NULL","minoritet","1-5","personer","566","barnehagedeltakelse","NULL","NULL","0106","NULL"
"2013","NULL","minoritet","1-5","prosent","68.3","barnehagedeltakelse","NULL","NULL","0106","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","3320","barnehagedeltakelse","NULL","NULL","0106","NULL"
"2013","NULL","NULL","1-5","personer","4365","barnehagedeltakelse","alle","NULL","0106","NULL"
"2013","NULL","NULL","1","personer","156","barnehagedeltakelse","innvandrerbakgr","NULL","0106","NULL"
"2013","NULL","NULL","2","personer","154","barnehagedeltakelse","innvandrerbakgr","NULL","0106","NULL"
"2013","NULL","NULL","3","personer","173","barnehagedeltakelse","innvandrerbakgr","NULL","0106","NULL"
"2013","NULL","NULL","4","personer","187","barnehagedeltakelse","innvandrerbakgr","NULL","0106","NULL"
"2013","NULL","NULL","5","personer","159","barnehagedeltakelse","innvandrerbakgr","NULL","0106","NULL"
"2013","NULL","NULL","1-5","personer","829","barnehagedeltakelse","innvandrerbakgr","NULL","0106","NULL"
"2013","NULL","NULL","1-5","personer","3536","barnehagedeltakelse","barn_ellers","NULL","0106","NULL"
"2013","NULL","alle","1-5","personer","183","barnehagedeltakelse","NULL","NULL","0111","NULL"
"2013","NULL","alle","1-5","prosent","89.7","barnehagedeltakelse","NULL","NULL","0111","NULL"
