"aar","bydel_id","spraak","enhet","tabellvariabel","tabell_navn","fylke_id","naringsregion_id","kommune_id"
"2013","NULL","ikke_minoritet","prosent","68.8","voksne_videregaende","NULL","69","NULL"
"2013","NULL","alle","personer","26","voksne_videregaende","NULL","70","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","70","NULL"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","70","NULL"
"2013","NULL","minoritet","prosent","11.5","voksne_videregaende","NULL","70","NULL"
"2013","NULL","ikke_minoritet","personer","23","voksne_videregaende","NULL","70","NULL"
"2013","NULL","ikke_minoritet","prosent","88.5","voksne_videregaende","NULL","70","NULL"
"2013","NULL","alle","personer","52","voksne_videregaende","NULL","71","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","71","NULL"
"2013","NULL","minoritet","personer","10","voksne_videregaende","NULL","71","NULL"
"2013","NULL","minoritet","prosent","19.2","voksne_videregaende","NULL","71","NULL"
"2013","NULL","ikke_minoritet","personer","42","voksne_videregaende","NULL","71","NULL"
"2013","NULL","ikke_minoritet","prosent","80.8","voksne_videregaende","NULL","71","NULL"
"2013","NULL","alle","personer","180","voksne_videregaende","NULL","72","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","72","NULL"
"2013","NULL","minoritet","personer","31","voksne_videregaende","NULL","72","NULL"
"2013","NULL","minoritet","prosent","17.2","voksne_videregaende","NULL","72","NULL"
"2013","NULL","ikke_minoritet","personer","149","voksne_videregaende","NULL","72","NULL"
"2013","NULL","ikke_minoritet","prosent","82.8","voksne_videregaende","NULL","72","NULL"
"2013","NULL","alle","personer","451","voksne_videregaende","NULL","73","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","73","NULL"
"2013","NULL","minoritet","personer","60","voksne_videregaende","NULL","73","NULL"
"2013","NULL","minoritet","prosent","13.3","voksne_videregaende","NULL","73","NULL"
"2013","NULL","ikke_minoritet","personer","391","voksne_videregaende","NULL","73","NULL"
"2013","NULL","ikke_minoritet","prosent","86.7","voksne_videregaende","NULL","73","NULL"
"2013","NULL","alle","personer","128","voksne_videregaende","NULL","74","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","74","NULL"
"2013","NULL","minoritet","personer","27","voksne_videregaende","NULL","74","NULL"
"2013","NULL","minoritet","prosent","21.1","voksne_videregaende","NULL","74","NULL"
"2013","NULL","ikke_minoritet","personer","101","voksne_videregaende","NULL","74","NULL"
"2013","NULL","ikke_minoritet","prosent","78.9","voksne_videregaende","NULL","74","NULL"
"2013","NULL","alle","personer","145","voksne_videregaende","NULL","75","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","75","NULL"
"2013","NULL","minoritet","personer","15","voksne_videregaende","NULL","75","NULL"
"2013","NULL","minoritet","prosent","10.3","voksne_videregaende","NULL","75","NULL"
"2013","NULL","ikke_minoritet","personer","130","voksne_videregaende","NULL","75","NULL"
"2013","NULL","ikke_minoritet","prosent","89.7","voksne_videregaende","NULL","75","NULL"
"2013","NULL","alle","personer","191","voksne_videregaende","NULL","76","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","76","NULL"
"2013","NULL","minoritet","personer","50","voksne_videregaende","NULL","76","NULL"
"2013","NULL","minoritet","prosent","26.2","voksne_videregaende","NULL","76","NULL"
"2013","NULL","ikke_minoritet","personer","141","voksne_videregaende","NULL","76","NULL"
"2013","NULL","ikke_minoritet","prosent","73.8","voksne_videregaende","NULL","76","NULL"
"2013","NULL","alle","personer","139","voksne_videregaende","NULL","77","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","77","NULL"
"2013","NULL","minoritet","personer","42","voksne_videregaende","NULL","77","NULL"
"2013","NULL","minoritet","prosent","30.2","voksne_videregaende","NULL","77","NULL"
"2013","NULL","ikke_minoritet","personer","97","voksne_videregaende","NULL","77","NULL"
"2013","NULL","ikke_minoritet","prosent","69.8","voksne_videregaende","NULL","77","NULL"
"2013","NULL","alle","personer","128","voksne_videregaende","NULL","78","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","78","NULL"
"2013","NULL","minoritet","personer","15","voksne_videregaende","NULL","78","NULL"
"2013","NULL","minoritet","prosent","11.7","voksne_videregaende","NULL","78","NULL"
"2013","NULL","ikke_minoritet","personer","113","voksne_videregaende","NULL","78","NULL"
"2013","NULL","ikke_minoritet","prosent","88.3","voksne_videregaende","NULL","78","NULL"
"2013","NULL","alle","personer","300","voksne_videregaende","NULL","79","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","79","NULL"
"2013","NULL","minoritet","personer","69","voksne_videregaende","NULL","79","NULL"
"2013","NULL","minoritet","prosent","23","voksne_videregaende","NULL","79","NULL"
"2013","NULL","ikke_minoritet","personer","231","voksne_videregaende","NULL","79","NULL"
"2013","NULL","ikke_minoritet","prosent","77","voksne_videregaende","NULL","79","NULL"
"2013","NULL","alle","personer","92","voksne_videregaende","NULL","80","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","80","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","80","NULL"
"2013","NULL","minoritet","prosent","5.4","voksne_videregaende","NULL","80","NULL"
"2013","NULL","ikke_minoritet","personer","87","voksne_videregaende","NULL","80","NULL"
"2013","NULL","ikke_minoritet","prosent","94.6","voksne_videregaende","NULL","80","NULL"
"2013","NULL","alle","personer","218","voksne_videregaende","NULL","81","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","81","NULL"
"2013","NULL","minoritet","personer","27","voksne_videregaende","NULL","81","NULL"
"2013","NULL","minoritet","prosent","12.4","voksne_videregaende","NULL","81","NULL"
"2013","NULL","ikke_minoritet","personer","191","voksne_videregaende","NULL","81","NULL"
"2013","NULL","ikke_minoritet","prosent","87.6","voksne_videregaende","NULL","81","NULL"
"2013","NULL","alle","personer","102","voksne_videregaende","NULL","82","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","82","NULL"
"2013","NULL","minoritet","personer","12","voksne_videregaende","NULL","82","NULL"
"2013","NULL","minoritet","prosent","11.8","voksne_videregaende","NULL","82","NULL"
"2013","NULL","ikke_minoritet","personer","90","voksne_videregaende","NULL","82","NULL"
"2013","NULL","ikke_minoritet","prosent","88.2","voksne_videregaende","NULL","82","NULL"
"2013","NULL","alle","personer","133","voksne_videregaende","NULL","83","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","83","NULL"
"2013","NULL","minoritet","personer","38","voksne_videregaende","NULL","83","NULL"
"2013","NULL","minoritet","prosent","28.6","voksne_videregaende","NULL","83","NULL"
"2013","NULL","ikke_minoritet","personer","95","voksne_videregaende","NULL","83","NULL"
"2013","NULL","ikke_minoritet","prosent","71.4","voksne_videregaende","NULL","83","NULL"
"2013","NULL","alle","personer","117","voksne_videregaende","NULL","NULL","0101"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0101"
"2013","NULL","minoritet","personer","35","voksne_videregaende","NULL","NULL","0101"
"2013","NULL","minoritet","prosent","29.9","voksne_videregaende","NULL","NULL","0101"
"2013","NULL","ikke_minoritet","personer","82","voksne_videregaende","NULL","NULL","0101"
"2013","NULL","ikke_minoritet","prosent","70.1","voksne_videregaende","NULL","NULL","0101"
"2013","NULL","alle","personer","149","voksne_videregaende","NULL","NULL","0104"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0104"
"2013","NULL","minoritet","personer","51","voksne_videregaende","NULL","NULL","0104"
"2013","NULL","minoritet","prosent","34.2","voksne_videregaende","NULL","NULL","0104"
"2013","NULL","ikke_minoritet","personer","98","voksne_videregaende","NULL","NULL","0104"
"2013","NULL","ikke_minoritet","prosent","65.8","voksne_videregaende","NULL","NULL","0104"
"2013","NULL","alle","personer","281","voksne_videregaende","NULL","NULL","0105"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0105"
"2013","NULL","minoritet","personer","105","voksne_videregaende","NULL","NULL","0105"
"2013","NULL","minoritet","prosent","37.4","voksne_videregaende","NULL","NULL","0105"
"2013","NULL","ikke_minoritet","personer","176","voksne_videregaende","NULL","NULL","0105"
"2013","NULL","ikke_minoritet","prosent","62.6","voksne_videregaende","NULL","NULL","0105"
"2013","NULL","alle","personer","358","voksne_videregaende","NULL","NULL","0106"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0106"
"2013","NULL","minoritet","personer","99","voksne_videregaende","NULL","NULL","0106"
"2013","NULL","minoritet","prosent","27.7","voksne_videregaende","NULL","NULL","0106"
"2013","NULL","ikke_minoritet","personer","259","voksne_videregaende","NULL","NULL","0106"
"2013","NULL","ikke_minoritet","prosent","72.3","voksne_videregaende","NULL","NULL","0106"
"2013","NULL","alle","personer","11","voksne_videregaende","NULL","NULL","0111"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0111"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","NULL","0111"
"2013","NULL","minoritet","prosent","9.1","voksne_videregaende","NULL","NULL","0111"
"2013","NULL","ikke_minoritet","personer","10","voksne_videregaende","NULL","NULL","0111"
"2013","NULL","ikke_minoritet","prosent","90.9","voksne_videregaende","NULL","NULL","0111"
"2013","NULL","alle","personer",":","voksne_videregaende","NULL","NULL","0118"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","NULL","0118"
"2013","NULL","minoritet","personer",":","voksne_videregaende","NULL","NULL","0118"
"2013","NULL","minoritet","prosent",":","voksne_videregaende","NULL","NULL","0118"
"2013","NULL","ikke_minoritet","personer",":","voksne_videregaende","NULL","NULL","0118"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","NULL","0118"
"2013","NULL","alle","personer","7","voksne_videregaende","NULL","NULL","0119"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0119"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","NULL","0119"
"2013","NULL","minoritet","prosent","14.3","voksne_videregaende","NULL","NULL","0119"
"2013","NULL","ikke_minoritet","personer","6","voksne_videregaende","NULL","NULL","0119"
"2013","NULL","ikke_minoritet","prosent","85.7","voksne_videregaende","NULL","NULL","0119"
"2013","NULL","alle","personer",":","voksne_videregaende","NULL","NULL","0121"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","NULL","0121"
"2013","NULL","minoritet","personer",":","voksne_videregaende","NULL","NULL","0121"
"2013","NULL","minoritet","prosent",":","voksne_videregaende","NULL","NULL","0121"
"2013","NULL","ikke_minoritet","personer",":","voksne_videregaende","NULL","NULL","0121"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","NULL","0121"
"2013","NULL","alle","personer","29","voksne_videregaende","NULL","NULL","0122"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0122"
"2013","NULL","minoritet","personer","11","voksne_videregaende","NULL","NULL","0122"
"2013","NULL","minoritet","prosent","37.9","voksne_videregaende","NULL","NULL","0122"
"2013","NULL","ikke_minoritet","personer","18","voksne_videregaende","NULL","NULL","0122"
"2013","NULL","ikke_minoritet","prosent","62.1","voksne_videregaende","NULL","NULL","0122"
"2013","NULL","alle","personer","21","voksne_videregaende","NULL","NULL","0123"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0123"
"2013","NULL","minoritet","personer","6","voksne_videregaende","NULL","NULL","0123"
"2013","NULL","minoritet","prosent","28.6","voksne_videregaende","NULL","NULL","0123"
"2013","NULL","ikke_minoritet","personer","15","voksne_videregaende","NULL","NULL","0123"
"2013","NULL","ikke_minoritet","prosent","71.4","voksne_videregaende","NULL","NULL","0123"
"2013","NULL","alle","personer","54","voksne_videregaende","NULL","NULL","0124"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0124"
"2013","NULL","minoritet","personer","17","voksne_videregaende","NULL","NULL","0124"
"2013","NULL","minoritet","prosent","31.5","voksne_videregaende","NULL","NULL","0124"
"2013","NULL","ikke_minoritet","personer","37","voksne_videregaende","NULL","NULL","0124"
"2013","NULL","ikke_minoritet","prosent","68.5","voksne_videregaende","NULL","NULL","0124"
"2013","NULL","alle","personer","58","voksne_videregaende","NULL","NULL","0125"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0125"
"2013","NULL","minoritet","personer","25","voksne_videregaende","NULL","NULL","0125"
"2013","NULL","minoritet","prosent","43.1","voksne_videregaende","NULL","NULL","0125"
"2013","NULL","ikke_minoritet","personer","33","voksne_videregaende","NULL","NULL","0125"
"2013","NULL","ikke_minoritet","prosent","56.9","voksne_videregaende","NULL","NULL","0125"
"2013","NULL","alle","personer","14","voksne_videregaende","NULL","NULL","0127"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0127"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","NULL","0127"
"2013","NULL","minoritet","prosent","21.4","voksne_videregaende","NULL","NULL","0127"
"2013","NULL","ikke_minoritet","personer","11","voksne_videregaende","NULL","NULL","0127"
"2013","NULL","ikke_minoritet","prosent","78.6","voksne_videregaende","NULL","NULL","0127"
"2013","NULL","alle","personer","29","voksne_videregaende","NULL","NULL","0128"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0128"
"2013","NULL","minoritet","personer","10","voksne_videregaende","NULL","NULL","0128"
"2013","NULL","minoritet","prosent","34.5","voksne_videregaende","NULL","NULL","0128"
"2013","NULL","ikke_minoritet","personer","19","voksne_videregaende","NULL","NULL","0128"
"2013","NULL","ikke_minoritet","prosent","65.5","voksne_videregaende","NULL","NULL","0128"
"2013","NULL","alle","personer","29","voksne_videregaende","NULL","NULL","0135"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0135"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","NULL","0135"
"2013","NULL","minoritet","prosent","10.3","voksne_videregaende","NULL","NULL","0135"
"2013","NULL","ikke_minoritet","personer","26","voksne_videregaende","NULL","NULL","0135"
"2013","NULL","ikke_minoritet","prosent","89.7","voksne_videregaende","NULL","NULL","0135"
"2013","NULL","alle","personer","49","voksne_videregaende","NULL","NULL","0136"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0136"
"2013","NULL","minoritet","personer","9","voksne_videregaende","NULL","NULL","0136"
"2013","NULL","minoritet","prosent","18.4","voksne_videregaende","NULL","NULL","0136"
"2013","NULL","ikke_minoritet","personer","40","voksne_videregaende","NULL","NULL","0136"
"2013","NULL","ikke_minoritet","prosent","81.6","voksne_videregaende","NULL","NULL","0136"
"2013","NULL","alle","personer","25","voksne_videregaende","NULL","NULL","0137"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0137"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","NULL","0137"
"2013","NULL","minoritet","prosent","20","voksne_videregaende","NULL","NULL","0137"
"2013","NULL","ikke_minoritet","personer","20","voksne_videregaende","NULL","NULL","0137"
"2013","NULL","ikke_minoritet","prosent","80","voksne_videregaende","NULL","NULL","0137"
"2013","NULL","alle","personer","19","voksne_videregaende","NULL","NULL","0138"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0138"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","NULL","0138"
"2013","NULL","minoritet","prosent","5.3","voksne_videregaende","NULL","NULL","0138"
"2013","NULL","ikke_minoritet","personer","18","voksne_videregaende","NULL","NULL","0138"
"2013","NULL","ikke_minoritet","prosent","94.7","voksne_videregaende","NULL","NULL","0138"
"2013","NULL","alle","personer","82","voksne_videregaende","NULL","NULL","0211"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0211"
"2013","NULL","minoritet","personer","31","voksne_videregaende","NULL","NULL","0211"
"2013","NULL","minoritet","prosent","37.8","voksne_videregaende","NULL","NULL","0211"
"2013","NULL","ikke_minoritet","personer","51","voksne_videregaende","NULL","NULL","0211"
"2013","NULL","ikke_minoritet","prosent","62.2","voksne_videregaende","NULL","NULL","0211"
"2013","NULL","alle","personer","135","voksne_videregaende","NULL","NULL","0213"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0213"
"2013","NULL","minoritet","personer","64","voksne_videregaende","NULL","NULL","0213"
"2013","NULL","minoritet","prosent","47.4","voksne_videregaende","NULL","NULL","0213"
"2013","NULL","ikke_minoritet","personer","71","voksne_videregaende","NULL","NULL","0213"
"2013","NULL","ikke_minoritet","prosent","52.6","voksne_videregaende","NULL","NULL","0213"
"2013","NULL","alle","personer","81","voksne_videregaende","NULL","NULL","0214"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0214"
"2013","NULL","minoritet","personer","27","voksne_videregaende","NULL","NULL","0214"
"2013","NULL","minoritet","prosent","33.3","voksne_videregaende","NULL","NULL","0214"
"2013","NULL","ikke_minoritet","personer","54","voksne_videregaende","NULL","NULL","0214"
"2013","NULL","ikke_minoritet","prosent","66.7","voksne_videregaende","NULL","NULL","0214"
"2013","NULL","alle","personer","60","voksne_videregaende","NULL","NULL","0215"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0215"
"2013","NULL","minoritet","personer","21","voksne_videregaende","NULL","NULL","0215"
"2013","NULL","minoritet","prosent","35","voksne_videregaende","NULL","NULL","0215"
"2013","NULL","ikke_minoritet","personer","39","voksne_videregaende","NULL","NULL","0215"
"2013","NULL","ikke_minoritet","prosent","65","voksne_videregaende","NULL","NULL","0215"
"2013","NULL","alle","personer","69","voksne_videregaende","NULL","NULL","0216"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0216"
"2013","NULL","minoritet","personer","24","voksne_videregaende","NULL","NULL","0216"
"2013","NULL","minoritet","prosent","34.8","voksne_videregaende","NULL","NULL","0216"
"2013","NULL","ikke_minoritet","personer","45","voksne_videregaende","NULL","NULL","0216"
"2013","NULL","ikke_minoritet","prosent","65.2","voksne_videregaende","NULL","NULL","0216"
"2013","NULL","alle","personer","105","voksne_videregaende","NULL","NULL","0217"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0217"
"2013","NULL","minoritet","personer","49","voksne_videregaende","NULL","NULL","0217"
"2013","NULL","minoritet","prosent","46.7","voksne_videregaende","NULL","NULL","0217"
"2013","NULL","ikke_minoritet","personer","56","voksne_videregaende","NULL","NULL","0217"
"2013","NULL","ikke_minoritet","prosent","53.3","voksne_videregaende","NULL","NULL","0217"
"2013","NULL","alle","personer","545","voksne_videregaende","NULL","NULL","0219"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0219"
"2013","NULL","minoritet","personer","292","voksne_videregaende","NULL","NULL","0219"
"2013","NULL","minoritet","prosent","53.6","voksne_videregaende","NULL","NULL","0219"
"2013","NULL","ikke_minoritet","personer","253","voksne_videregaende","NULL","NULL","0219"
"2013","NULL","ikke_minoritet","prosent","46.4","voksne_videregaende","NULL","NULL","0219"
"2013","NULL","alle","personer","189","voksne_videregaende","NULL","NULL","0220"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0220"
"2013","NULL","minoritet","personer","87","voksne_videregaende","NULL","NULL","0220"
"2013","NULL","minoritet","prosent","46","voksne_videregaende","NULL","NULL","0220"
"2013","NULL","ikke_minoritet","personer","102","voksne_videregaende","NULL","NULL","0220"
"2013","NULL","ikke_minoritet","prosent","54","voksne_videregaende","NULL","NULL","0220"
"2013","NULL","alle","personer","69","voksne_videregaende","NULL","NULL","0221"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0221"
"2013","NULL","minoritet","personer","12","voksne_videregaende","NULL","NULL","0221"
"2013","NULL","minoritet","prosent","17.4","voksne_videregaende","NULL","NULL","0221"
"2013","NULL","ikke_minoritet","personer","57","voksne_videregaende","NULL","NULL","0221"
"2013","NULL","ikke_minoritet","prosent","82.6","voksne_videregaende","NULL","NULL","0221"
"2013","NULL","alle","personer","94","voksne_videregaende","NULL","NULL","0226"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0226"
"2013","NULL","minoritet","personer","29","voksne_videregaende","NULL","NULL","0226"
"2013","NULL","minoritet","prosent","30.9","voksne_videregaende","NULL","NULL","0226"
"2013","NULL","ikke_minoritet","personer","65","voksne_videregaende","NULL","NULL","0226"
"2013","NULL","ikke_minoritet","prosent","69.1","voksne_videregaende","NULL","NULL","0226"
"2013","NULL","alle","personer","53","voksne_videregaende","NULL","NULL","0227"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0227"
"2013","NULL","minoritet","personer","16","voksne_videregaende","NULL","NULL","0227"
"2013","NULL","minoritet","prosent","30.2","voksne_videregaende","NULL","NULL","0227"
"2013","NULL","ikke_minoritet","personer","37","voksne_videregaende","NULL","NULL","0227"
"2013","NULL","ikke_minoritet","prosent","69.8","voksne_videregaende","NULL","NULL","0227"
"2013","NULL","alle","personer","82","voksne_videregaende","NULL","NULL","0228"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0228"
"2013","NULL","minoritet","personer","24","voksne_videregaende","NULL","NULL","0228"
"2013","NULL","minoritet","prosent","29.3","voksne_videregaende","NULL","NULL","0228"
"2013","NULL","ikke_minoritet","personer","58","voksne_videregaende","NULL","NULL","0228"
"2013","NULL","ikke_minoritet","prosent","70.7","voksne_videregaende","NULL","NULL","0228"
"2013","NULL","alle","personer","47","voksne_videregaende","NULL","NULL","0229"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0229"
"2013","NULL","minoritet","personer","10","voksne_videregaende","NULL","NULL","0229"
"2013","NULL","minoritet","prosent","21.3","voksne_videregaende","NULL","NULL","0229"
"2013","NULL","ikke_minoritet","personer","37","voksne_videregaende","NULL","NULL","0229"
"2013","NULL","ikke_minoritet","prosent","78.7","voksne_videregaende","NULL","NULL","0229"
"2013","NULL","alle","personer","162","voksne_videregaende","NULL","NULL","0230"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0230"
"2013","NULL","minoritet","personer","75","voksne_videregaende","NULL","NULL","0230"
"2013","NULL","minoritet","prosent","46.3","voksne_videregaende","NULL","NULL","0230"
"2013","NULL","ikke_minoritet","personer","87","voksne_videregaende","NULL","NULL","0230"
"2013","NULL","ikke_minoritet","prosent","53.7","voksne_videregaende","NULL","NULL","0230"
"2013","NULL","alle","personer","304","voksne_videregaende","NULL","NULL","0231"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0231"
"2013","NULL","minoritet","personer","135","voksne_videregaende","NULL","NULL","0231"
"2013","NULL","minoritet","prosent","44.4","voksne_videregaende","NULL","NULL","0231"
"2013","NULL","ikke_minoritet","personer","169","voksne_videregaende","NULL","NULL","0231"
"2013","NULL","ikke_minoritet","prosent","55.6","voksne_videregaende","NULL","NULL","0231"
"2013","NULL","alle","personer","105","voksne_videregaende","NULL","NULL","0233"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0233"
"2013","NULL","minoritet","personer","32","voksne_videregaende","NULL","NULL","0233"
"2013","NULL","minoritet","prosent","30.5","voksne_videregaende","NULL","NULL","0233"
"2013","NULL","ikke_minoritet","personer","73","voksne_videregaende","NULL","NULL","0233"
"2013","NULL","ikke_minoritet","prosent","69.5","voksne_videregaende","NULL","NULL","0233"
"2013","NULL","alle","personer","32","voksne_videregaende","NULL","NULL","0234"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0234"
"2013","NULL","minoritet","personer","8","voksne_videregaende","NULL","NULL","0234"
"2013","NULL","minoritet","prosent","25","voksne_videregaende","NULL","NULL","0234"
"2013","NULL","ikke_minoritet","personer","24","voksne_videregaende","NULL","NULL","0234"
"2013","NULL","ikke_minoritet","prosent","75","voksne_videregaende","NULL","NULL","0234"
"2013","NULL","alle","personer","174","voksne_videregaende","NULL","NULL","0235"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0235"
"2013","NULL","minoritet","personer","60","voksne_videregaende","NULL","NULL","0235"
"2013","NULL","minoritet","prosent","34.5","voksne_videregaende","NULL","NULL","0235"
"2013","NULL","ikke_minoritet","personer","114","voksne_videregaende","NULL","NULL","0235"
"2013","NULL","ikke_minoritet","prosent","65.5","voksne_videregaende","NULL","NULL","0235"
"2013","NULL","alle","personer","111","voksne_videregaende","NULL","NULL","0236"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0236"
"2013","NULL","minoritet","personer","34","voksne_videregaende","NULL","NULL","0236"
"2013","NULL","minoritet","prosent","30.6","voksne_videregaende","NULL","NULL","0236"
"2013","NULL","ikke_minoritet","personer","77","voksne_videregaende","NULL","NULL","0236"
"2013","NULL","ikke_minoritet","prosent","69.4","voksne_videregaende","NULL","NULL","0236"
"2013","NULL","alle","personer","113","voksne_videregaende","NULL","NULL","0237"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0237"
"2013","NULL","minoritet","personer","29","voksne_videregaende","NULL","NULL","0237"
"2013","NULL","minoritet","prosent","25.7","voksne_videregaende","NULL","NULL","0237"
"2013","NULL","ikke_minoritet","personer","84","voksne_videregaende","NULL","NULL","0237"
"2013","NULL","ikke_minoritet","prosent","74.3","voksne_videregaende","NULL","NULL","0237"
"2013","NULL","alle","personer","56","voksne_videregaende","NULL","NULL","0238"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0238"
"2013","NULL","minoritet","personer","13","voksne_videregaende","NULL","NULL","0238"
"2013","NULL","minoritet","prosent","23.2","voksne_videregaende","NULL","NULL","0238"
"2013","NULL","ikke_minoritet","personer","43","voksne_videregaende","NULL","NULL","0238"
"2013","NULL","ikke_minoritet","prosent","76.8","voksne_videregaende","NULL","NULL","0238"
"2013","NULL","alle","personer","10","voksne_videregaende","NULL","NULL","0239"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0239"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","NULL","0239"
"2013","NULL","minoritet","prosent","50","voksne_videregaende","NULL","NULL","0239"
"2013","NULL","ikke_minoritet","personer","5","voksne_videregaende","NULL","NULL","0239"
"2013","NULL","ikke_minoritet","prosent","50","voksne_videregaende","NULL","NULL","0239"
"2013","NULL","alle","personer","4966","voksne_videregaende","NULL","NULL","0301"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0301"
"2013","NULL","minoritet","personer","2998","voksne_videregaende","NULL","NULL","0301"
"2013","NULL","minoritet","prosent","60.4","voksne_videregaende","NULL","NULL","0301"
"2013","NULL","ikke_minoritet","personer","1968","voksne_videregaende","NULL","NULL","0301"
"2013","NULL","ikke_minoritet","prosent","39.6","voksne_videregaende","NULL","NULL","0301"
"2013","NULL","alle","personer","100","voksne_videregaende","NULL","NULL","0402"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0402"
"2013","NULL","minoritet","personer","24","voksne_videregaende","NULL","NULL","0402"
"2013","NULL","minoritet","prosent","24","voksne_videregaende","NULL","NULL","0402"
"2013","NULL","ikke_minoritet","personer","76","voksne_videregaende","NULL","NULL","0402"
"2013","NULL","ikke_minoritet","prosent","76","voksne_videregaende","NULL","NULL","0402"
"2013","NULL","alle","personer","164","voksne_videregaende","NULL","NULL","0403"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","NULL","0403"
"2013","NULL","minoritet","personer","50","voksne_videregaende","NULL","NULL","0403"
"2013","NULL","minoritet","prosent","30.5","voksne_videregaende","NULL","NULL","0403"
"2013","NULL","ikke_minoritet","personer","114","voksne_videregaende","NULL","NULL","0403"
"2013","NULL","ikke_minoritet","prosent","69.5","voksne_videregaende","NULL","NULL","0403"
"2013","NULL","alle","personer","168","voksne_videregaende","NULL","NULL","0412"
